TJ노래방 번호	URL	제목	가수	구분	비고	유튜브 검증
046753	https://www.youtube.com/watch?v=9YmVUjBB6Hc	_넘나좋은것(I Like U Too Much)	소나무(SONAMOO)	한국어		유효함 (Public)
46753	https://www.youtube.com/watch?v=76wmlsQPegA	넘나좋은것(I Like U Too Much)	소나무(SONAMOO)	한국어		유효함 (Public)
02810	https://www.youtube.com/watch?v=3xwe4tXnajo	_어젯밤이야기(Eojetbam Iyagi)	소방차(Sobangcha)	한국어		유효함 (Public)
2810	https://www.youtube.com/watch?v=gr5PS-rHWbc	어젯밤이야기(Eojetbam Iyagi)	소방차(Sobangcha)	한국어		유효함 (Public)
076436	https://www.youtube.com/watch?v=uoZOfyQXCY4	_함께했는데이별은나혼자인거야(If You Were Still Here)	소정(SOJUNG)(레이디스코드)	한국어		유효함 (Public)
76436	https://www.youtube.com/watch?v=178Q0AR-6JI	함께했는데이별은나혼자인거야(If You Were Still Here)	소정(SOJUNG)(레이디스코드)	한국어		유효함 (Public)
08797	https://www.youtube.com/watch?v=toHeLIphvTU	_Tears	소찬휘(So Chan Whee)	한국어		유효함 (Public)
8797	https://www.youtube.com/watch?v=Ucqdis2zb0E	Tears	소찬휘(So Chan Whee)	한국어		유효함 (Public)
01209	https://www.youtube.com/watch?v=CbOeYbBe9Mk	_어쩌다마주친그대(Met You By Chance)	송골매(Songolmae)	한국어		유효함 (Public)
1209	https://www.youtube.com/watch?v=T9P43GYx2Ao	어쩌다마주친그대(Met You By Chance)	송골매(Songolmae)	한국어		유효함 (Public)
029671	https://www.youtube.com/watch?v=38rUBLSEhw8	_겁(Fear)	송민호(MINO),태양(TAEYANG)	한국어		유효함 (Public)
29671	https://www.youtube.com/watch?v=EPsqJhF4WQo	겁(Fear)	송민호(MINO),태양(TAEYANG)	한국어		유효함 (Public)
076214	https://www.youtube.com/watch?v=pgMcZSseBaE	_밝게빛나는별이되어비춰줄게(I will be your shining star)	송이한(Song I Han)	한국어		유효함 (Public)
76214	https://www.youtube.com/watch?v=w-XzuLfe9ac	밝게빛나는별이되어비춰줄게(I will be your shining star)	송이한(Song I Han)	한국어		유효함 (Public)
098188	https://www.youtube.com/watch?v=2aaawrOjrQM	_Way Back Home	숀(SHAUN)	한국어		유효함 (Public)
98188	https://www.youtube.com/watch?v=Fo8-ZYmNUWo	Way Back Home	숀(SHAUN)	한국어		유효함 (Public)
089855	https://www.youtube.com/watch?v=Izl5vXDTevY	_서면역에서(seomyun)	순순희(SoonSoonHee)	한국어		유효함 (Public)
89855	https://www.youtube.com/watch?v=uqa1vQHBitM	서면역에서(seomyun)	순순희(SoonSoonHee)	한국어		유효함 (Public)
029010	https://www.youtube.com/watch?v=YPeh-vdx8Y4	_그래도나사랑하지(You Still Love MeRight?)	스웨덴세탁소(Sweden Laundry)	한국어		유효함 (Public)
29010	https://www.youtube.com/watch?v=637HBnCaWgo	그래도나사랑하지(You Still Love MeRight?)	스웨덴세탁소(Sweden Laundry)	한국어		유효함 (Public)
035819	https://www.youtube.com/watch?v=H23rF-rlxD4	_오래된노래(Old Song)	스탠딩에그(Standing Egg)	한국어		유효함 (Public)
35819	https://www.youtube.com/watch?v=E_ZoYKMirIU	오래된노래(Old Song)	스탠딩에그(Standing Egg)	한국어		유효함 (Public)
089008	https://www.youtube.com/watch?v=6LDg0YGYVw4	_시작(Start) (이태원클라쓰 OST)	가호(Bless You)	한국어		유효함 (Public)
89008	https://www.youtube.com/watch?v=NllxsMU9-Go	시작(Start) (이태원클라쓰 OST)	가호(Bless You)	한국어		유효함 (Public)
024571	https://www.youtube.com/watch?v=75p4jyMXOKc	_우리왜헤어져야해(why break up?)	신예영(Sin Ye Young)	한국어		유효함 (Public)
24571	https://www.youtube.com/watch?v=3VbuWSc-HrA	우리왜헤어져야해(why break up?)	신예영(Sin Ye Young)	한국어		유효함 (Public)
0786	https://www.youtube.com/watch?v=3cQ9F_blzeU	_그대에게(to you)	신해철(Shin Hae Chul)	한국어		유효함 (Public)
01845	https://www.youtube.com/watch?v=a7CY1FnDpfM	_연극속에서(Theater)	신해철(Shin Hae Chul)	한국어		유효함 (Public)
786	https://www.youtube.com/watch?v=-o7TOibUViU	그대에게(to you)	신해철(Shin Hae Chul)	한국어		유효함 (Public)
1845	https://www.youtube.com/watch?v=RaNyB6-RNSo	연극속에서(Theater)	신해철(Shin Hae Chul)	한국어		유효함 (Public)
045713	https://www.youtube.com/watch?v=tF27TNC_4pc	_나팔바지(NAPAL BAJI)	싸이(PSY)	한국어		유효함 (Public)
015174	https://www.youtube.com/watch?v=ig8AaFSzzGI	_아버지(FATHER)	싸이(PSY)	한국어		유효함 (Public)
035632	https://www.youtube.com/watch?v=RVcP73Eo__U	_어땠을까(What Would Have Been)	싸이(PSY)	한국어		유효함 (Public)
034174	https://www.youtube.com/watch?v=1cKc1rkZwf8	_예술이야(IT'S ART)	싸이(PSY)	한국어		유효함 (Public)
010062	https://www.youtube.com/watch?v=rMVM4X8RWCs	_챔피언(Chapmion)	싸이(PSY)	한국어		유효함 (Public)
049540	https://www.youtube.com/watch?v=Xvjnoagk6GU	_I LUV IT	싸이(PSY)	한국어		유효함 (Public)
049538	https://www.youtube.com/watch?v=OwJPPaEyqhI	_New Face	싸이(PSY)	한국어		유효함 (Public)
45713	https://www.youtube.com/watch?v=UHKhGvY6zDo	나팔바지(NAPAL BAJI)	싸이(PSY)	한국어		유효함 (Public)
15174	https://www.youtube.com/watch?v=MCJDckAsNt0	아버지(FATHER)	싸이(PSY)	한국어		유효함 (Public)
35632	https://www.youtube.com/watch?v=pAbC8lhhohE	어땠을까(What Would Have Been)	싸이(PSY)	한국어		유효함 (Public)
34174	https://www.youtube.com/watch?v=tYje0-Ade8c	예술이야(IT'S ART)	싸이(PSY)	한국어		유효함 (Public)
10062	https://www.youtube.com/watch?v=0bwwybgkR4E	챔피언(Chapmion)	싸이(PSY)	한국어		유효함 (Public)
49540	https://www.youtube.com/watch?v=tGRCEbHnNsU	I LUV IT	싸이(PSY)	한국어		유효함 (Public)
49538	https://www.youtube.com/watch?v=XOeJnSD-bJE	New Face	싸이(PSY)	한국어		유효함 (Public)
032118	https://www.youtube.com/watch?v=q4IBBlzgfCE	_외톨이야(Loner)	씨엔블루(CNBLUE)	한국어		유효함 (Public)
32118	https://www.youtube.com/watch?v=kLQAYrX2xl4	외톨이야(Loner)	씨엔블루(CNBLUE)	한국어		유효함 (Public)
031233	https://www.youtube.com/watch?v=N2rORO0B1j8	_외톨이(Loner)	아웃사이더(Outsider)	한국어		교체됨
31233	https://www.youtube.com/watch?v=JiuVWDFjgNQ	외톨이(Loner)	아웃사이더(Outsider)	한국어		유효함 (Public)
038315	https://www.youtube.com/watch?v=0Oi8jDMvd_w	_200%	악동뮤지션(AKMU)	한국어		유효함 (Public)
024192	https://www.youtube.com/watch?v=ADZwmTSAT6U	_고래(Whale)	악동뮤지션(AKMU)	한국어		유효함 (Public)
036127	https://www.youtube.com/watch?v=bbVW7SPAj4k	_다리꼬지마(Don't Cross Your Legs)	악동뮤지션(AKMU)	한국어		유효함 (Public)
024186	https://www.youtube.com/watch?v=VpPcoNNe5rc	_달(Moon)	악동뮤지션(AKMU)	한국어		유효함 (Public)
024191	https://www.youtube.com/watch?v=-GlZeYeXBH4	_더사랑해줄걸 (Should`ve loved you more)	악동뮤지션(AKMU)	한국어		유효함 (Public)
036454	https://www.youtube.com/watch?v=VvWD-DQGuvc	_라면인건가(Is It Ramen)	악동뮤지션(AKMU)	한국어		유효함 (Public)
024187	https://www.youtube.com/watch?v=YMgFEl5h8nI	_물만난물고기(Fish in the water)	악동뮤지션(AKMU)	한국어		유효함 (Public)
024190	https://www.youtube.com/watch?v=UxnydUwsQLk	_밤끝없는밤(Endless Dream Good Night)	악동뮤지션(AKMU)	한국어		유효함 (Public)
024185	https://www.youtube.com/watch?v=dTiaklrLnu4	_뱃노래(Chantey)	악동뮤지션(AKMU)	한국어		유효함 (Public)
046389	https://www.youtube.com/watch?v=sbc2yBheAbo	_사람들이움직이는게(HOW PEOPLE MOVE)	악동뮤지션(AKMU)	한국어		유효함 (Public)
036599	https://www.youtube.com/watch?v=de-TnZNwsAg	_사랑은은하수다방에서(Love In The Milky Way Cafe)	악동뮤지션(AKMU)	한국어		유효함 (Public)
024193	https://www.youtube.com/watch?v=Bs-YwJ32UYg	_시간을갖자(Let`s take time)	악동뮤지션(AKMU)	한국어		유효함 (Public)
024183	https://www.youtube.com/watch?v=m3DZsBw5bnE	_어떻게이별까지사랑하겠어,널사랑하는거지(How can I love the heartbreak, you`re the one I love)	악동뮤지션(AKMU)	한국어		유효함 (Public)
048429	https://www.youtube.com/watch?v=wEQpfil0IYA	_오랜날오랜밤(LAST GOODBYE)	악동뮤지션(AKMU)	한국어		유효함 (Public)
024194	https://www.youtube.com/watch?v=NC36OemCdW0	_작별인사(Farewell)	악동뮤지션(AKMU)	한국어		유효함 (Public)
036885	https://www.youtube.com/watch?v=unutIfYsPwM	_콩떡빙수(Bean Dduk Bing Soo)	악동뮤지션(AKMU)	한국어		유효함 (Public)
036542	https://www.youtube.com/watch?v=nGJt-r9qpbA	_크레센도(Crescendo)	악동뮤지션(AKMU)	한국어		유효함 (Public)
048854	https://www.youtube.com/watch?v=5qQRdoYs5eo	_Chocolady	악동뮤지션(AKMU)	한국어		유효함 (Public)
096202	https://www.youtube.com/watch?v=8Oz7DG76ibY	_DINOSAUR	악동뮤지션(AKMU)	한국어		유효함 (Public)
024184	https://www.youtube.com/watch?v=bD0-uR-m4_M	_FREEDOM 	악동뮤지션(AKMU)	한국어		유효함 (Public)
075949	https://www.youtube.com/watch?v=wgVyY-snqd4	_HAPPENING	악동뮤지션(AKMU)	한국어		유효함 (Public)
096268	https://www.youtube.com/watch?v=C9F_T0twf2o	_MY DARLING	악동뮤지션(AKMU)	한국어		링크가 있어야 유효함 (Unlisted)
38315	https://www.youtube.com/watch?v=lq8y-6Bndz0	200%	악동뮤지션(AKMU)	한국어		유효함 (Public)
24192	https://www.youtube.com/watch?v=chzgYd0UWX4	고래(Whale)	악동뮤지션(AKMU)	한국어		유효함 (Public)
36127	https://www.youtube.com/watch?v=vukskx3O0gQ	다리꼬지마(Don't Cross Your Legs)	악동뮤지션(AKMU)	한국어		유효함 (Public)
24186	https://www.youtube.com/watch?v=aVK72hGW-nI	달(Moon)	악동뮤지션(AKMU)	한국어		유효함 (Public)
24191	https://www.youtube.com/watch?v=qJX7Ga1UQQk	더사랑해줄걸 (Should`ve loved you more)	악동뮤지션(AKMU)	한국어		유효함 (Public)
36454	https://www.youtube.com/watch?v=057cbCPQe7M	라면인건가(Is It Ramen)	악동뮤지션(AKMU)	한국어		유효함 (Public)
24187	https://www.youtube.com/watch?v=2cMZpljgKkA	물만난물고기(Fish in the water)	악동뮤지션(AKMU)	한국어		유효함 (Public)
24190	https://www.youtube.com/watch?v=ve9zJChbpwQ	밤끝없는밤(Endless Dream Good Night)	악동뮤지션(AKMU)	한국어		유효함 (Public)
24185	https://www.youtube.com/watch?v=VaVZU09y56Q	뱃노래(Chantey)	악동뮤지션(AKMU)	한국어		유효함 (Public)
46389	https://www.youtube.com/watch?v=oucSB8qztDc	사람들이움직이는게(HOW PEOPLE MOVE)	악동뮤지션(AKMU)	한국어		유효함 (Public)
36599	https://www.youtube.com/watch?v=OtSm_JIpa2o	사랑은은하수다방에서(Love In The Milky Way Cafe)	악동뮤지션(AKMU)	한국어		유효함 (Public)
24193	https://www.youtube.com/watch?v=izdkONMpSrg	시간을갖자(Let`s take time)	악동뮤지션(AKMU)	한국어		유효함 (Public)
24183	https://www.youtube.com/watch?v=yH92usvjCCo	어떻게이별까지사랑하겠어,널사랑하는거지(How can I love the heartbreak, you`re the one I love)	악동뮤지션(AKMU)	한국어		유효함 (Public)
48429	https://www.youtube.com/watch?v=CA25aMektyo	오랜날오랜밤(LAST GOODBYE)	악동뮤지션(AKMU)	한국어		유효함 (Public)
24194	https://www.youtube.com/watch?v=_2omgSY8myg	작별인사(Farewell)	악동뮤지션(AKMU)	한국어		유효함 (Public)
36885	https://www.youtube.com/watch?v=-77_ddNVSLk	콩떡빙수(Bean Dduk Bing Soo)	악동뮤지션(AKMU)	한국어		유효함 (Public)
36542	https://www.youtube.com/watch?v=WD9UKr37wSM	크레센도(Crescendo)	악동뮤지션(AKMU)	한국어		유효함 (Public)
48854	https://www.youtube.com/watch?v=BN3Z49yEb-Y	Chocolady	악동뮤지션(AKMU)	한국어		유효함 (Public)
96202	https://www.youtube.com/watch?v=c-FSrI_5w6g	DINOSAUR	악동뮤지션(AKMU)	한국어		유효함 (Public)
24184	https://www.youtube.com/watch?v=j5q95DNo-GM	FREEDOM 	악동뮤지션(AKMU)	한국어		유효함 (Public)
75949	https://www.youtube.com/watch?v=ceWmiYyy9G8	HAPPENING	악동뮤지션(AKMU)	한국어		유효함 (Public)
96268	https://www.youtube.com/watch?v=yL7MP6_5aKk	MY DARLING	악동뮤지션(AKMU)	한국어		유효함 (Public)
048943	https://www.youtube.com/watch?v=9vpfuRGHxfU	_상사화(Magic Lily)	안예은(AHN YEEUN)	한국어		유효함 (Public)
049522	https://www.youtube.com/watch?v=n6cW6dt7xMc	_홍연(Red Tie)	안예은(AHN YEEUN)	한국어		유효함 (Public)
48943	https://www.youtube.com/watch?v=4vyOSN2kXRo	상사화(Magic Lily)	안예은(AHN YEEUN)	한국어		유효함 (Public)
49522	https://www.youtube.com/watch?v=NDwBlQ1KycY	홍연(Red Tie)	안예은(AHN YEEUN)	한국어		유효함 (Public)
036390	https://www.youtube.com/watch?v=BKq7C2vdvq0	_지우개(ZIUGAE)	알리(ALI)	한국어		유효함 (Public)
36390	https://www.youtube.com/watch?v=Uim02RLayKg	지우개(ZIUGAE)	알리(ALI)	한국어		유효함 (Public)
08122	https://www.youtube.com/watch?v=71NFpNv-w0U	_이미슬픈사랑(After sad love)	야다(Yada)	한국어		유효함 (Public)
8122	https://www.youtube.com/watch?v=4MG-KnVC-bs	이미슬픈사랑(After sad love)	야다(Yada)	한국어		유효함 (Public)
076509	https://www.youtube.com/watch?v=Xxz4uZKbZYQ	_Love Day(2021) (바른연애길잡이 Romance 101 OST)	양요섭(Yang YoSeop)정은지(Jeong EunJi)	한국어		유효함 (Public)
76509	https://www.youtube.com/watch?v=9SeypTcCDUM	Love Day(2021) (바른연애길잡이 Romance 101 OST)	양요섭(Yang YoSeop)정은지(Jeong EunJi)	한국어		유효함 (Public)
045052	영상 없음	_넌할수있어라고말해주세요(Tell me you can do it)	양유나(Yang Yuna)	한국어		교체됨
45052	https://www.youtube.com/watch?v=K3tblnmWa1o	넌할수있어라고말해주세요(Tell me you can do it)	양유나(Yang Yuna)	한국어		유효함 (Public)
029219	https://www.youtube.com/watch?v=MPzbTJN5wVc	_엄마가딸에게(Mother to daughter)	양희은(Yang Hee Eun)	한국어		유효함 (Public)
29219	https://www.youtube.com/watch?v=mJToELDxk9I	엄마가딸에게(Mother to daughter)	양희은(Yang Hee Eun)	한국어		유효함 (Public)
037336	https://www.youtube.com/watch?v=ysn6tCr3iQc	_가을아침(Autumn Morning)	양희은(Yang Hee-Eun)	한국어		교체됨
37336	https://www.youtube.com/watch?v=-_vqaO_q5lE	가을아침(Autumn Morning)	양희은(Yang Hee-Eun)	한국어		유효함 (Public)
049950	https://www.youtube.com/watch?v=jcSjrakRahM	_누구나아는비밀(Everybody knows the secret)	언니네이발관(Sister's Barbershop) (With IU)	한국어		유효함 (Public)
49950	https://www.youtube.com/watch?v=iII2VJAcMRc	누구나아는비밀(Everybody knows the secret)	언니네이발관(Sister's Barbershop) (With IU)	한국어		유효함 (Public)
048398	https://www.youtube.com/watch?v=qm_e9_QEpro	_이쁘다니까(You are so beautiful)	에디킴(Eddy Kim)	한국어		유효함 (Public)
48398	https://www.youtube.com/watch?v=TLjWvaIv_5o	이쁘다니까(You are so beautiful)	에디킴(Eddy Kim)	한국어		유효함 (Public)
076842	https://www.youtube.com/watch?v=4TWR90KJl84	_Next Level	에스파(aespa)	한국어		유효함 (Public)
76842	https://www.youtube.com/watch?v=6HK1fFRiSac	Next Level	에스파(aespa)	한국어		유효함 (Public)
096763	https://www.youtube.com/watch?v=rqFEad5EgSo	_꿈속에너(Dream of You)	에이치코드(H:CODE)(Feat.전상근)	한국어		교체됨
96763	https://www.youtube.com/watch?v=NY1g8e1tKGI	꿈속에너(Dream of You)	에이치코드(H:CODE)(Feat.전상근)	한국어		유효함 (Public)
039117	https://www.youtube.com/watch?v=TtGnEqWp034	_손대지마(Don't Touch Me)	에일리(Ailee)	한국어		유효함 (Public)
048470	https://www.youtube.com/watch?v=gWZos5_TgVI	_첫눈처럼너에게가겠다(I will go to you like the first snow) (도깨비 OST)	에일리(Ailee)	한국어		유효함 (Public)
39117	https://www.youtube.com/watch?v=5K9o1HOJm6o	손대지마(Don't Touch Me)	에일리(Ailee)	한국어		유효함 (Public)
48470	https://www.youtube.com/watch?v=dJue1gj4nx8	첫눈처럼너에게가겠다(I will go to you like the first snow) (도깨비 OST)	에일리(Ailee)	한국어		유효함 (Public)
046964	https://www.youtube.com/watch?v=nTreIHyEk3g	_내마음들리나요(Can You Hear My Heart)	에픽하이(Epik High)	한국어		유효함 (Public)
077354	https://www.youtube.com/watch?v=0CS8qFgFHxU	_비오는날듣기좋은노래(Rain Song)	에픽하이(Epik High)	한국어		유효함 (Public)
46964	https://www.youtube.com/watch?v=00WzZoL5oRA	내마음들리나요(Can You Hear My Heart)	에픽하이(Epik High)	한국어		유효함 (Public)
77354	https://www.youtube.com/watch?v=Pma5lnwFybo	비오는날듣기좋은노래(Rain Song)	에픽하이(Epik High)	한국어		유효함 (Public)
096676	https://www.youtube.com/watch?v=Z3INNjAEqHk	_연애소설(LOVE STORY)	에픽하이(EPIK HIGH),IU	한국어		유효함 (Public)
96676	https://www.youtube.com/watch?v=lep5RyALOXA	연애소설(LOVE STORY)	에픽하이(EPIK HIGH),IU	한국어		유효함 (Public)
076279	https://www.youtube.com/watch?v=KT5nEChOISs	_존시나(John Cena)	염따(YUMDDA)(Feat.NORTHFACEGAWD,JUSTHIS,래원(Layone))	한국어		유효함 (Public)
76279	https://www.youtube.com/watch?v=SrS8wRWam8Q	존시나(John Cena)	염따(YUMDDA)(Feat.NORTHFACEGAWD,JUSTHIS,래원(Layone))	한국어		유효함 (Public)
096163	https://www.youtube.com/watch?v=Y3s_GYdceVg	_니가왜거기서나와(What the hell)	영탁(Young Tak)	한국어		유효함 (Public)
96163	https://www.youtube.com/watch?v=Tq_t2XoCYpA	니가왜거기서나와(What the hell)	영탁(Young Tak)	한국어		유효함 (Public)
089388	https://www.youtube.com/watch?v=iDjQSdN_ig8	_살짝설렜어(Nonstop)	오마이걸(OH MY GIRL)	한국어		유효함 (Public)
089424	https://www.youtube.com/watch?v=oaRTMjLdiDw	_Dolphin	오마이걸(OH MY GIRL)	한국어		유효함 (Public)
076810	https://www.youtube.com/watch?v=HzOjwL7IP_o	_Dun Dun Dance	오마이걸(OH MY GIRL)	한국어		유효함 (Public)
89388	https://www.youtube.com/watch?v=yIY_lFCUr64	살짝설렜어(Nonstop)	오마이걸(OH MY GIRL)	한국어		유효함 (Public)
89424	https://www.youtube.com/watch?v=252_1qtk9zY	Dolphin	오마이걸(OH MY GIRL)	한국어		유효함 (Public)
76810	https://www.youtube.com/watch?v=HlV7wwbM314	Dun Dun Dance	오마이걸(OH MY GIRL)	한국어		유효함 (Public)
045784	https://www.youtube.com/watch?v=iyE_BcxBq88	_보라빛향기(Violet Fragrance)	와블(WABLE)	한국어		유효함 (Public)
45784	https://www.youtube.com/watch?v=j4seMjQVjMs	보라빛향기(Violet Fragrance)	와블(WABLE)	한국어		유효함 (Public)
096398	https://www.youtube.com/watch?v=vdwEE1mwjOo	_시차(We Are)	우원재(Woo Won Jae)	한국어		유효함 (Public)
96398	https://www.youtube.com/watch?v=wbARPEGOMPU	시차(We Are)	우원재(Woo Won Jae)	한국어		교체됨
038636	https://www.youtube.com/watch?v=uzbqvZj4BGY	_애타는마음(Summer Love)	울랄라세션(ULALASESSION),IU	한국어		유효함 (Public)
